"Title","Place[Label]","Place[DBpedia abstract]","Place[DBpedia Page]","Place[Wikipedia Page]","Place[City]","Place[Town]","Place[County]","Place[State]","Place[Region]","Place[Country]","Place[Contained In County]","Place[Contained In State]","Place[Contained In Region]","Place[Contained In Country]","Place[Type of Place]","Place[Freebase Link]","Place[Yago Link]","Place[Geonames Link]","Place[Linkedgeodata Link]","Place[Rdfabout Link]","Place[Homepage]","Place[Latitude]","Place[Longitude]","Place[Coordinates]","Place[Location Source Information]","Free Text"
"East Boston, Suffolk Co, MA","East Boston, Boston, MA, USA",,"http://dbpedia.org/resource/Boston","http://en.wikipedia.org/wiki/Boston","Boston",,"Suffolk","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01cx_","http://mpii.de/yago/resource/Boston",,,,,,,"42.3695431, -71.0200613",,
"East Boston, Suffolk Co., Massachusetts","East Boston, Boston, MA, USA",,"http://dbpedia.org/resource/Boston","http://en.wikipedia.org/wiki/Boston","Boston",,"Suffolk","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01cx_","http://mpii.de/yago/resource/Boston",,,,,,,"42.3695431, -71.0200613",,
"East Caln, Chester Co., Pennsylvania","East Caln, PA, USA",,,,,,"Chester","Pennsylvania",,"United States",,,,,,,,,,,,,,"40.0123099, -75.676082",,
"East Caln, Chester County, Pennsylvania","East Caln, PA, USA",,,,,,"Chester","Pennsylvania",,"United States",,,,,,,,,,,,,,"40.0123099, -75.676082",,
"Eastern Shore, Maryland, United States","University of MD Eastern Shore, 11868 Academic Oval, Princess Anne, MD 21853, USA",,"http://dbpedia.org/resource/Princess_Anne,_Maryland","http://en.wikipedia.org/wiki/Princess_Anne,_Maryland","Princess Anne",,"Somerset","Maryland",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0tx7w","http://mpii.de/yago/resource/Princess_Anne,_Maryland",,,,,,,"38.2103133, -75.6871802",,
"Eastern Shores, Virginia, United States","Eastern Shores Rd, Littleton, NC 27850, USA",,"http://dbpedia.org/resource/Littleton,_North_Carolina","http://en.wikipedia.org/wiki/Littleton,_North_Carolina","Littleton",,"Halifax","North Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0ygtb","http://mpii.de/yago/resource/Littleton,_North_Carolina",,,,,,,"36.4860339, -77.846628",,
"East Falls, Philadelphia, Pennsylvania","East Falls, Philadelphia, PA, USA",,"http://dbpedia.org/resource/Philadelphia","http://en.wikipedia.org/wiki/Philadelphia","Philadelphia",,"Philadelphia","Pennsylvania",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0dclg","http://mpii.de/yago/resource/Philadelphia","http://sws.geonames.org/4560349/","http://linkedgeodata.org/triplify/node/158326597#id","http://www.rdfabout.com/rdf/usgov/geo/us/pa/counties/philadelphia_county/philadelphia",,,,"40.0157423, -75.1924755",,
"Easthampton, Hampshire Co, MA","Easthampton, MA, USA",,"http://dbpedia.org/resource/Easthampton,_Massachusetts","http://en.wikipedia.org/wiki/Easthampton,_Massachusetts","Easthampton",,"Hampshire","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0tzry","http://mpii.de/yago/resource/Easthampton,_Massachusetts",,,,,,,"42.266757, -72.66898",,
"East Hampton, New York","East Hampton, NY, USA",,,,"East Hampton",,"Suffolk","New York",,"United States",,,,,,,,,,,,,,"40.9634335, -72.1848009",,
"East Hampton, Suffolk Co, NY","East Hampton, NY, USA",,,,"East Hampton",,"Suffolk","New York",,"United States",,,,,,,,,,,,,,"40.9634335, -72.1848009",,
"East Harlem, , New York","East Harlem, New York, NY, USA",,"http://dbpedia.org/resource/New_York","http://en.wikipedia.org/wiki/New_York","New York",,"New York","New York",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01mf5p","http://mpii.de/yago/resource/New_York",,,"http://www.rdfabout.com/rdf/usgov/geo/us/ny",,,,"40.7957399, -73.9389213",,
"East London, London, , England","East, City of London, Paper Buildings, London, Greater London EC4Y 7EP, UK",,,,"Paper Buildings",,"Greater London",,,"United Kingdom",,,,,,,,,,,,,,"51.5125731, -0.1094974",,
"Eastman, Dodge, Georgia, United States","Eastman, GA 31023, USA",,"http://dbpedia.org/resource/Eastman,_Georgia","http://en.wikipedia.org/wiki/Eastman,_Georgia","Eastman",,"Dodge","Georgia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0rv_t","http://mpii.de/yago/resource/Eastman,_Georgia",,,,,,,"32.1976729, -83.1776514",,
"Easton, MA","Easton, MA, USA",,"http://dbpedia.org/resource/Easton,_Bristol","http://en.wikipedia.org/wiki/Easton,_Bristol","Easton",,"Bristol","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/05tmv8","http://mpii.de/yago/resource/Easton,_Bristol",,,,,,,"42.0245442, -71.1286594",,
"Easton, Talbot, Maryland, United States","Easton, MD 21601, USA",,"http://dbpedia.org/resource/Easton,_Maryland","http://en.wikipedia.org/wiki/Easton,_Maryland","Easton",,"Talbot","Maryland",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0txbz","http://mpii.de/yago/resource/Easton,_Maryland",,,,,,,"38.7742826, -76.0763305",,
"East Pascagoula, Mississippi","Pascagoula, MS, USA",,"http://dbpedia.org/resource/Pascagoula,_Mississippi","http://en.wikipedia.org/wiki/Pascagoula,_Mississippi","Pascagoula",,"Jackson","Mississippi",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0xgjy","http://mpii.de/yago/resource/Pascagoula,_Mississippi",,,,,,,"30.3657552, -88.5561272",,
"East Preston Co. Sussex, England","Preston Rd, Brighton, The City of Brighton and Hove BN1, UK",,"http://dbpedia.org/resource/Brighton","http://en.wikipedia.org/wiki/Brighton","Brighton",,"The City of Brighton and Hove",,,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/0d6yv","http://mpii.de/yago/resource/Brighton","http://sws.geonames.org/2654710/","http://linkedgeodata.org/triplify/node/20981581#id",,,,,"50.8347216, -0.1404036",,
"East Preston, England","East Preston, West Sussex, UK",,,,,,"West Sussex","England",,"United Kingdom",,,,,,,,,,,,,,"50.811152, -0.48458",,
"East Riding, Yorkshire, England","East Riding of Yorkshire, UK",,,,,,"East Riding of Yorkshire","England",,"United Kingdom",,,,,,,,,,,,,,"53.8215889, -0.7189977",,
"East Sudbury, Middlesex Co., Mass.","Sudbury, MA, USA",,"http://dbpedia.org/resource/Sudbury,_Massachusetts","http://en.wikipedia.org/wiki/Sudbury,_Massachusetts","Sudbury",,"Middlesex","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0t_7t",,,,,,,,"42.383333, -71.416667",,
"East Thomaston, GA","Thomaston, GA 30286, USA",,"http://dbpedia.org/resource/Thomaston,_Georgia","http://en.wikipedia.org/wiki/Thomaston,_Georgia","Thomaston",,"Upson","Georgia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0rzp1","http://mpii.de/yago/resource/Thomaston,_Georgia",,,,,,,"32.8881879, -84.3265854",,
"East Toronto,Ontario,,Canada","Toronto, ON, Canada",,"http://dbpedia.org/resource/Toronto","http://en.wikipedia.org/wiki/Toronto","Toronto",,"Toronto Division","Ontario",,"Canada",,,,,,"http://rdf.freebase.com/ns/m/0h7h6","http://mpii.de/yago/resource/Toronto","http://sws.geonames.org/6167863/",,,,,,"43.653226, -79.3831843",,
"East Virginia","Virginia, USA",,,,,,,"Virginia",,"United States",,,,,,,,,,,,,,"37.4315734, -78.6568942",,
"Eastwell Park,Kent,England","Eastwell Park, Ashford, Inglaterra - Kent TN25 4HR, UK",,,,,,"Inglaterra - Kent",,,"United Kingdom",,,,,,,,,,,,,,"51.2009776, 0.8548752",,
"Eaton, Delaware, Indiana, United States","Eaton, IN 47338, USA",,"http://dbpedia.org/resource/Eaton,_Indiana","http://en.wikipedia.org/wiki/Eaton,_Indiana","Eaton",,"Delaware","Indiana",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0sl25","http://mpii.de/yago/resource/Eaton,_Indiana",,,,,,,"40.3403206, -85.3508046",,
"Ebenezer, Effingham, Georgia, United States","Ebenezer, Georgia 31326, USA",,,,,,"Effingham","Georgia",,"United States",,,,,,,,,,,,,,"32.3779691, -81.182332",,
"Ebingen","Ebingen, 72458 Albstadt, Germany",,"http://dbpedia.org/resource/Albstadt","http://en.wikipedia.org/wiki/Albstadt","Albstadt",,"Tübingen","Baden-Wurttemberg",,"Germany",,,,,,"http://rdf.freebase.com/ns/m/0c_rhn","http://mpii.de/yago/resource/Albstadt",,"http://linkedgeodata.org/triplify/node/240054451#id",,,,,"48.212661, 9.0230979",,
"E. Cacalico Twp., Pa","East Cocalico, PA, USA",,,,,,"Lancaster","Pennsylvania",,"United States",,,,,,,,,,,,,,"40.227694, -76.097201",,
"E. Caln, Chester Co., Pennsylvania","East Caln, PA, USA",,,,,,"Chester","Pennsylvania",,"United States",,,,,,,,,,,,,,"40.0123099, -75.676082",,
"Ecole Polytechnique, Paris,,,,","Unesco, 75007 Paris, France",,"http://dbpedia.org/resource/Paris","http://en.wikipedia.org/wiki/Paris","Paris",,"Paris","Île-de-France",,"France",,,,,,"http://rdf.freebase.com/ns/m/05qtj","http://mpii.de/yago/resource/Paris","http://sws.geonames.org/2988507/","http://linkedgeodata.org/triplify/node/17807753#id",,,,,"48.8506232, 2.3055383",,
"Edenton, Chowan, North Carolina, United States","Edenton, NC, USA",,"http://dbpedia.org/resource/Edenton,_North_Carolina","http://en.wikipedia.org/wiki/Edenton,_North_Carolina","Edenton",,"Chowan","North Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0yfbx","http://mpii.de/yago/resource/Edenton,_North_Carolina",,,,,,,"36.057938, -76.6077213",,
"Edgar Co., Ill","Edgar Co, Paris, IL 61944, USA",,"http://dbpedia.org/resource/Paris,_Illinois","http://en.wikipedia.org/wiki/Paris,_Illinois","Paris",,"Edgar","Illinois",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0s6mr","http://mpii.de/yago/resource/Paris,_Illinois",,,,,,,"39.701473, -87.70692",,
"Edgar, Illinois, United States","Edgar, IL 61924, USA",,,,"Edgar",,"Edgar","Illinois",,"United States",,,,,,,,,,,,,,"39.755556, -87.701111",,
"Edgartown, Duke, Massachusetts, United States","Massachusetts, USA",,,,,,,"Massachusetts",,"United States",,,,,,,,,,,,,,"42.4072107, -71.3824374",,
"Edgartown, Dukes, Massachusetts, United States","Edgartown, MA, USA",,"http://dbpedia.org/resource/Edgartown,_Massachusetts","http://en.wikipedia.org/wiki/Edgartown,_Massachusetts","Edgartown",,"Dukes","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0tyy8","http://mpii.de/yago/resource/Edgartown,_Massachusetts",,,,,,,"41.3890052, -70.5133599",,
"Edgartown, MA","Edgartown, MA, USA",,"http://dbpedia.org/resource/Edgartown,_Massachusetts","http://en.wikipedia.org/wiki/Edgartown,_Massachusetts","Edgartown",,"Dukes","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0tyy8","http://mpii.de/yago/resource/Edgartown,_Massachusetts",,,,,,,"41.3890052, -70.5133599",,
"Edgecombe, Edgecombe, North Carolina, United States","Tarboro-Edgecombe (ETC), Tarboro, NC 27886, USA",,"http://dbpedia.org/resource/Tarboro,_North_Carolina","http://en.wikipedia.org/wiki/Tarboro,_North_Carolina","Tarboro",,"Edgecombe","North Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0yg7p","http://mpii.de/yago/resource/Tarboro,_North_Carolina",,,,,,,"35.9356676, -77.5509227",,
"Edgefield, Edgefield, South Carolina, United States","Edgefield, SC, USA",,"http://dbpedia.org/resource/Edgefield,_South_Carolina","http://en.wikipedia.org/wiki/Edgefield,_South_Carolina","Edgefield",,"Edgefield","South Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0_lgf","http://mpii.de/yago/resource/Edgefield,_South_Carolina",,,,,,,"33.7895774, -81.9295582",,
"Edgefield, South Carolina, USA","Edgefield, SC, USA",,"http://dbpedia.org/resource/Edgefield,_South_Carolina","http://en.wikipedia.org/wiki/Edgefield,_South_Carolina","Edgefield",,"Edgefield","South Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0_lgf","http://mpii.de/yago/resource/Edgefield,_South_Carolina",,,,,,,"33.7895774, -81.9295582",,
"Edgehill, King George Co., Virginia","Edgehill, King George, VA 22485, USA",,"http://dbpedia.org/resource/King_George,_Virginia","http://en.wikipedia.org/wiki/King_George,_Virginia","King George",,"King George","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0dw8mr","http://mpii.de/yago/resource/King_George,_Virginia",,,,,,,"38.2648506, -77.1435878",,
"Edgeley, LaMoure, N.D.","Edgeley, ND 58433, USA",,"http://dbpedia.org/resource/Edgeley,_North_Dakota","http://en.wikipedia.org/wiki/Edgeley,_North_Dakota","Edgeley",,"LaMoure","North Dakota",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0ypc3","http://mpii.de/yago/resource/Edgeley,_North_Dakota",,,,,,,"46.3591377, -98.7156564",,
"Edgeley, LaMoure, North Dakota","Edgeley, ND 58433, USA",,"http://dbpedia.org/resource/Edgeley,_North_Dakota","http://en.wikipedia.org/wiki/Edgeley,_North_Dakota","Edgeley",,"LaMoure","North Dakota",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0ypc3","http://mpii.de/yago/resource/Edgeley,_North_Dakota",,,,,,,"46.3591377, -98.7156564",,
"Edinburgh Castle,,Scotland","Edinburgh Castle, Castlehill, Edinburgh, Midlothian EH1 2NG, Midlothian",,"http://dbpedia.org/resource/Edinburgh","http://en.wikipedia.org/wiki/Edinburgh","Edinburgh",,"Midlothian",,,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/02m77","http://mpii.de/yago/resource/Edinburgh","http://sws.geonames.org/2650225/","http://linkedgeodata.org/triplify/node/17898859#id",,,,,"55.9485127, -3.2005477",,
"Edinburgh, Midlothian","Edinburgh, UK",,,,,,,,,"United Kingdom",,,,,,,,,,,,,,"55.9165878, -3.2023923",,
"Edinburgh, Midlothian, , Scotland","Edinburgh, UK",,,,,,,,,"United Kingdom",,,,,,,,,,,,,,"55.9165878, -3.2023923",,
"Edinburgh,Scotland","Edinburgh, City of Edinburgh, UK",,"http://dbpedia.org/resource/Edinburgh","http://en.wikipedia.org/wiki/Edinburgh","Edinburgh",,"City of Edinburgh","Scotland",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/02m77","http://mpii.de/yago/resource/Edinburgh","http://sws.geonames.org/2650225/","http://linkedgeodata.org/triplify/node/17898859#id",,,,,"55.953252, -3.188267",,
"Edisto, Colleton, South Carolina, United States","Edisto Island, SC 29438, USA",,"http://dbpedia.org/resource/Edisto_Island,_South_Carolina","http://en.wikipedia.org/wiki/Edisto_Island,_South_Carolina","Edisto Island",,"Charleston","South Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0_mzy","http://mpii.de/yago/resource/Edisto_Island,_South_Carolina",,,,,,,"32.5593516, -80.2950995",,
"Edmondbyers, Durham, England","Edmundbyers, County Durham DH8, UK",,"http://dbpedia.org/resource/Edmundbyers","http://en.wikipedia.org/wiki/Edmundbyers","Edmundbyers",,"County Durham","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/04z0bj","http://mpii.de/yago/resource/Edmundbyers",,,,,,,"54.847951, -1.968551",,
"Edmonton, Alberta Canada","Edmonton, AB, Canada",,"http://dbpedia.org/resource/Edmonton","http://en.wikipedia.org/wiki/Edmonton","Edmonton",,"Division No. 11","Alberta",,"Canada",,,,,,"http://rdf.freebase.com/ns/m/0nlh7","http://mpii.de/yago/resource/Edmonton","http://sws.geonames.org/5946768/","http://linkedgeodata.org/triplify/node/29811182#id",,,,,"53.5333333, -113.5",,
"Edson, AB","Edson, AB, Canada",,"http://dbpedia.org/resource/Edson,_Alberta","http://en.wikipedia.org/wiki/Edson,_Alberta","Edson",,"Division No. 14","Alberta",,"Canada",,,,,,"http://rdf.freebase.com/ns/m/03lj4y","http://mpii.de/yago/resource/Edson,_Alberta",,,,,,,"53.5835, -116.434502",,
"Edwright , W. Va.","Wright, VA 24065, USA",,"http://dbpedia.org/resource/Wright,_Virginia","http://en.wikipedia.org/wiki/Wright,_Virginia","Wright",,"Roanoke","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/04gmg61","http://mpii.de/yago/resource/Wright,_Virginia",,,,,,,"37.16528, -79.97389",,
"Effingham, Georgia, United States","Effingham, GA, USA",,,,,,"Effingham","Georgia",,"United States",,,,,,,,,,,,,,"32.378148, -81.3839326",,
"Egense, Sunds, Svendborg, Denmark","5700 Svendborg, Denmark",,"http://dbpedia.org/resource/Svendborg","http://en.wikipedia.org/wiki/Svendborg","Svendborg",,"Svendborg Municipality","Syddanmark",,"Denmark",,,,,,"http://rdf.freebase.com/ns/m/012938","http://mpii.de/yago/resource/Svendborg","http://sws.geonames.org/2612045/","http://linkedgeodata.org/triplify/node/26558993#id",,,,,"55.067434, 10.607282",,
"egglestone co durham","Eggleston Ln, Barnard Castle, County Durham DL12, UK",,,,,,"County Durham","England",,"United Kingdom",,,,,,,,,,,,,,"54.5987106, -2.0089226",,
"Ekaterinburg,,,Russia","Yekaterinburg, Sverdlovsk Oblast, Russia",,"http://dbpedia.org/resource/Yekaterinburg","http://en.wikipedia.org/wiki/Yekaterinburg","Yekaterinburg",,,"Sverdlovsk Oblast",,"Russian Federation",,,,,,"http://rdf.freebase.com/ns/m/0hkpn","http://mpii.de/yago/resource/Yekaterinburg","http://sws.geonames.org/1486209/",,,,,,"56.8333333, 60.6",,
"Elberon, New Jersey","Elberon, NJ 07740, USA",,,,"Elberon",,"Monmouth","New Jersey",,"United States",,,,,,,,,,,,,,"40.26917, -73.99222",,
"Elbert County, Georgia","Elbert, GA, USA",,,,,,"Elbert","Georgia",,"United States",,,,,,,,,,,,,,"34.0795372, -82.8640623",,
"Elbert, WVA","Elbert, WV 24801, USA",,"http://dbpedia.org/resource/Elbert,_West_Virginia","http://en.wikipedia.org/wiki/Elbert,_West_Virginia","Elbert",,"McDowell","West Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0b2n0r","http://mpii.de/yago/resource/Elbert,_West_Virginia",,,,,,,"37.339317, -81.537758",,
"El Centro, Imperial, California, United States","El Centro, CA, USA",,"http://dbpedia.org/resource/El_Centro,_California","http://en.wikipedia.org/wiki/El_Centro,_California","El Centro",,"Imperial","California",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0qzq8","http://mpii.de/yago/resource/El_Centro,_California",,,,,,,"32.792, -115.5630514",,
"El Escorial,Palace,Madrid,Spain","Royal Palace of Madrid, Calle de Bailén, 28071 Madrid, Spain",,"http://dbpedia.org/resource/Madrid","http://en.wikipedia.org/wiki/Madrid","Madrid",,"Community of Madrid","Madrid",,"Spain",,,,,,"http://rdf.freebase.com/ns/m/056_y","http://mpii.de/yago/resource/Madrid","http://sws.geonames.org/3117735/",,,,,,"40.417955, -3.714312",,
"Elford, Cheshire, , England","England, UK",,,,,,,"England",,"United Kingdom",,,,,,,,,,,,,,"52.3555177, -1.1743197",,
"Elizabethan, TN","Elizabethton, TN, USA",,"http://dbpedia.org/resource/Elizabethton,_Tennessee","http://en.wikipedia.org/wiki/Elizabethton,_Tennessee","Elizabethton",,"Carter","Tennessee",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0_t49","http://mpii.de/yago/resource/Elizabethton,_Tennessee",,,,,,,"36.3487196, -82.2106876",,
"Elizabeth City, Pasquotank Col, N.C.","Elizabeth City, NC, USA",,"http://dbpedia.org/resource/Elizabeth_City,_North_Carolina","http://en.wikipedia.org/wiki/Elizabeth_City,_North_Carolina","Elizabeth City",,"Pasquotank","North Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/013hs_","http://mpii.de/yago/resource/Elizabeth_City,_North_Carolina",,,,,,,"36.2946008, -76.2510461",,
"Elizabeth City, Pasquotank, Co., N.C.","Elizabeth City, NC, USA",,"http://dbpedia.org/resource/Elizabeth_City,_North_Carolina","http://en.wikipedia.org/wiki/Elizabeth_City,_North_Carolina","Elizabeth City",,"Pasquotank","North Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/013hs_","http://mpii.de/yago/resource/Elizabeth_City,_North_Carolina",,,,,,,"36.2946008, -76.2510461",,
"Elizabeth, Louisiana","Elizabeth, LA, USA",,"http://dbpedia.org/resource/Elizabeth,_Louisiana","http://en.wikipedia.org/wiki/Elizabeth,_Louisiana","Elizabeth",,"Allen","Louisiana",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0tjfw","http://mpii.de/yago/resource/Elizabeth,_Louisiana",,,,,,,"30.868526, -92.7929262",,
"Elizabethton, Tennessee","Elizabethton, TN, USA",,"http://dbpedia.org/resource/Elizabethton,_Tennessee","http://en.wikipedia.org/wiki/Elizabethton,_Tennessee","Elizabethton",,"Carter","Tennessee",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0_t49","http://mpii.de/yago/resource/Elizabethton,_Tennessee",,,,,,,"36.3487196, -82.2106876",,
"Elizabethtown, Bartholomew, Indiana, United States","Elizabethtown, IN, USA",,"http://dbpedia.org/resource/Elizabethtown,_Indiana","http://en.wikipedia.org/wiki/Elizabethtown,_Indiana","Elizabethtown",,"Bartholomew","Indiana",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0sk12","http://mpii.de/yago/resource/Elizabethtown,_Indiana",,,,,,,"39.1350521, -85.8133147",,
"Elizabethtown, Essex Co., NY","Elizabethtown, NY, USA",,"http://dbpedia.org/resource/Elizabethtown,_New_York","http://en.wikipedia.org/wiki/Elizabethtown,_New_York","Elizabethtown",,"Essex","New York",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0x_lp","http://mpii.de/yago/resource/Elizabethtown,_New_York",,,,,,,"44.2163337, -73.5904478",,
"Elizabethtown, Hardin County, Kentucky","Elizabethtown, KY, USA",,"http://dbpedia.org/resource/Elizabethtown,_Kentucky","http://en.wikipedia.org/wiki/Elizabethtown,_Kentucky","Elizabethtown",,"Hardin","Kentucky",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0tdxc",,,,,,,,"37.7030646, -85.8649408",,
